course_title	url	level	main_subject	specific_subject
Back In Black the AC/DC Classic Rock Track	https://www.udemy.com/back-in-black-the-acdc-classic-rock-track/	Intermediate Level	Musical Instruments	Teaching
Keyboard Basics	https://www.udemy.com/keyboard-basics/	All Levels	Musical Instruments	Unique
Beginner Guitar Lessons	https://www.udemy.com/joeteachesguitar/	Beginner Level	Musical Instruments	Guitar
Guitar Fundamentals for Beginners	https://www.udemy.com/guitar-fundamentals-for-beginners/	Beginner Level	Musical Instruments	Guitar
Easy Piano - learn and play along	https://www.udemy.com/easy-piano-learn-and-play-along/	Beginner Level	Musical Instruments	Piano
Learn Piano: The Basics of Keyboards	https://www.udemy.com/takelessons-learn-beginner-piano-keyboards/	Beginner Level	Musical Instruments	Piano
Bassoon Pro Series - You're going to love practicing Bassoon	https://www.udemy.com/bassoon-pro-series/	All Levels	Musical Instruments	Unique
Acoustic Guitar Lessons For Beginners	https://www.udemy.com/the-music-coach-online-guitar-lesson-program/	Beginner Level	Musical Instruments	Guitar
Coach Guitar - Amazing New Way To Learn Guitar With Colors	https://www.udemy.com/coach-guitar-amazing-new-way-to-learn-guitar-with-colors/	All Levels	Musical Instruments	Teaching
Mastering the Art of Guitar Chords	https://www.udemy.com/mastering-the-art-of-guitar-chords/	Beginner Level	Musical Instruments	Teaching
30 Day Guitar Jump Start for Success	https://www.udemy.com/30-day-guitar-jump-start-for-success/	Beginner Level	Musical Instruments	Guitar
Learn to Play Bassoon: Beginner to Pro in Under Four Hours!	https://www.udemy.com/beginning-bassoon/	Beginner Level	Musical Instruments	Unique
The 7 Day Guitar Method	https://www.udemy.com/7-day-guitar-method/	All Levels	Musical Instruments	Guitar
Instant Harmonica - play Star Wars + the Lion Sleeps now!	https://www.udemy.com/instant-harmonica-play-star-wars-and-the-lion-sleeps-now/	All Levels	Musical Instruments	Harmonica
Instant harmonica - play Adele's wonderful 'Hello' today!	https://www.udemy.com/instant-harmonica-play-adeles-wonderful-hello-today/	All Levels	Musical Instruments	Harmonica
Guitar Strumming 101 - Have More Fun Playing Songs You Love	https://www.udemy.com/guitar-strumming-101-have-more-fun-playing-songs-you-love/	Beginner Level	Musical Instruments	Guitar
Master Oboe Playing: Intermediate Instruction Made Simple!	https://www.udemy.com/oboe-beyond-beginner/	Intermediate Level	Musical Instruments	Unique
Drum Set for Beginners	https://www.udemy.com/drum-set-for-beginners/	Beginner Level	Musical Instruments	Drums
Guitar Lessons - Economy Picking Essentials	https://www.udemy.com/guitar-lessons-economy-picking-essentials/	Intermediate Level	Musical Instruments	Guitar
Blues Guitar Lessons - Blues Guitar - Robert Johnson	https://www.udemy.com/robert-johnson-scrapper-blackwell-guitar-lessons/	Intermediate Level	Musical Instruments	Guitar
TAKE NOTE BEGINNER CLARINET!  _ÑÐ  Fun with Fundamental Skills	https://www.udemy.com/take-note-beginner-clarinet/	Beginner Level	Musical Instruments	Clarinet
Learn to Play Irish Fiddle	https://www.udemy.com/learn-to-play-irish-fiddle/	Beginner Level	Musical Instruments	Unique
Hands-On Guitar: The Beginner's Guide	https://www.udemy.com/hands-on-guitar-the-beginners-guide/	Beginner Level	Musical Instruments	Guitar
Slap Bass For Beginners	https://www.udemy.com/slap-bass-for-beginners/	All Levels	Musical Instruments	Bass Guitar
Piano Lessons for Beginners Made Easy	https://www.udemy.com/piano-lessons-for-beginners-made-easy/	Beginner Level	Musical Instruments	Piano
Horn Pro Series - You're going to love playing French Horn	https://www.udemy.com/horn-pro-series/	All Levels	Musical Instruments	Unique
Instant Harmonica - play the Irish tune Whiskey in the Jar!	https://www.udemy.com/instant-harmonica-play-the-irish-tune-whiskey-in-the-jar/	All Levels	Musical Instruments	Harmonica
Didgeridoo - from zero to HERO! Part Three. Advanced level.	https://www.udemy.com/didgeridoo-from-beginner-to-advanced-in-easy-stages/	Expert Level	Musical Instruments	Unique
Saxophone Pro Series - You're going to love practicing Sax	https://www.udemy.com/saxophone-pro-series/	All Levels	Musical Instruments	Unique
Easy Piano for Kids - Complete Beginner Piano Course	https://www.udemy.com/easy-piano-for-kids-pinogi/	Beginner Level	Musical Instruments	Piano
Guitar Lessons - Two Handed Tapping Essentials	https://www.udemy.com/guitar-lessons-two-handed-tapping-essentials/	Intermediate Level	Musical Instruments	Guitar
Clarinet Pro Series - Fall in love with the Clarinet	https://www.udemy.com/clarinet-pro-series/	All Levels	Musical Instruments	Clarinet
Advanced Trumpet Studies - Learn to Master the Trumpet!_ÑÊ	https://www.udemy.com/trumpet-etudes-allegretto/	Intermediate Level	Musical Instruments	Trumpet
Poldark TV series Soundtracks for Piano-Quicklessons	https://www.udemy.com/poldark-tv-series-soundtracks-for-piano-quicklessons/	Beginner Level	Musical Instruments	Piano
Master the Saxophone: Intermediate Instruction Made Simple!	https://www.udemy.com/saxophone-beyond-beginner-a-guide-from-musicprofessor/	Intermediate Level	Musical Instruments	Unique
You Can Play Jazz Saxophone	https://www.udemy.com/you-can-play-jazz-saxophone/	Beginner Level	Musical Instruments	Unique
"Improvise Pucciniëâs 'E Lucevan le Stelle on Piano"""	https://www.udemy.com/compose-and-improvise-through-puccini/	All Levels	Musical Instruments	Piano
Building Up To Barre Chords	https://www.udemy.com/building-up-to-barre-chords/	All Levels	Musical Instruments	Teaching
Learn the Violin - Bowing Techniques	https://www.udemy.com/learn-the-violin-bowing-techniques/	Intermediate Level	Musical Instruments	Violin
Blues Guitar Lessons - Volume 3 - Minor Blues Essentials	https://www.udemy.com/blues-guitar-lessons-volume-3-minor-blues-essentials/	All Levels	Musical Instruments	Guitar
Back 2 The Basics	https://www.udemy.com/gospel-piano-101/	All Levels	Musical Instruments	Teaching
Play the Jews Harp - instant skills for non musicians.	https://www.udemy.com/play-the-jews-harp/	Intermediate Level	Musical Instruments	Harp
Master Trumpet Playing: Intermediate Instruction Made Simple	https://www.udemy.com/trumpet-beyond-beginner/	Intermediate Level	Musical Instruments	Trumpet
Practical Guitar Theory: Level 1	https://www.udemy.com/practical-guitar-theory-level-1/	All Levels	Musical Instruments	Guitar
Instant harmonica - enjoy playing Silent Night tonight!	https://www.udemy.com/instant-harmonica-enjoy-playing-silent-night-tonight/	All Levels	Musical Instruments	Harmonica
HARP&SOUL  |  Learn the Secrets of the Harmonica	https://www.udemy.com/harp-and-soul-learn-the-secrets-of-the-harmonica/	All Levels	Musical Instruments	Harmonica
"Play Leyenda, Canarios, and Bach on Classical Guitar"	https://www.udemy.com/play-leyenda-canarios-and-bach-on-classical-guitar/	Intermediate Level	Musical Instruments	Guitar
Instant Harmonica - play the cool tune Dirty Old Town now!	https://www.udemy.com/instant-harmonica-play-the-cool-celtic-tune-dirty-old-town/	All Levels	Musical Instruments	Harmonica
Ultimate Beginner Guitar Guide - Both Acoustic & Electric 	https://www.udemy.com/ultimate-beginner-guitar-guide/	Beginner Level	Musical Instruments	Guitar
Guitar Lessons : Rock Guitar in 1 Day!	https://www.udemy.com/rock-guitar/	Beginner Level	Musical Instruments	Guitar
Tenor Banjo	https://www.udemy.com/tenor-banjo/	Intermediate Level	Musical Instruments	Unique
Introduction to Lead Guitar	https://www.udemy.com/introduction-to-lead-guitar/	Intermediate Level	Musical Instruments	Guitar
Piano With Willie: Basics of Improvisation	https://www.udemy.com/piano-with-willie-basics-of-improvisation/	Beginner Level	Musical Instruments	Piano
Euphonium Pro Series - Fall in love with the Euphonium	https://www.udemy.com/euphonium-pro-series/	All Levels	Musical Instruments	Unique
Pure Rock Guitar : Play Like the Gods of Rock!	https://www.udemy.com/pure-rock-guitar-play-like-the-gods-of-rock/	All Levels	Musical Instruments	Guitar
Master the French Horn: Intermediate Instruction Made Simple	https://www.udemy.com/intermediatehorn/	Intermediate Level	Musical Instruments	Unique
Classical Guitar Technique: 80/20	https://www.udemy.com/classical-guitar-technique-8020/	All Levels	Musical Instruments	Guitar
Total beginner to intermediate guitar - Learn to play by ear	https://www.udemy.com/beginner-guitar-learn-to-play-by-ear/	Beginner Level	Musical Instruments	Guitar
Easy Guitar Songwriting And Harmony	https://www.udemy.com/easy-guitar-songwriting/	Beginner Level	Musical Instruments	Design
How to play easy tunes on the harmonica - just the basics	https://www.udemy.com/benhewlett-phb2/	Beginner Level	Musical Instruments	Harmonica
Rhythm to Rock Drum Lessons 2	https://www.udemy.com/rhythm-to-rock-drum-lessons-2/	Beginner Level	Musical Instruments	Drums
Instant Harmonica - play Over the Rainbow + Skye Boat now!	https://www.udemy.com/instant-harmonica-play-over-the-rainbow-skye-boat-now/	All Levels	Musical Instruments	Harmonica
Bagpipe Instruction For Beginners	https://www.udemy.com/bagpipe-instruction-for-beginners/	Beginner Level	Musical Instruments	Unique
"Flute Solos: Learn how to Perform Three Fun, Unique Pieces"	https://www.udemy.com/flute-solos/	All Levels	Musical Instruments	Flute
Rhythm to Rock Drum Lessons 3	https://www.udemy.com/rhythm-to-rock-drum-lessons-3/	Beginner Level	Musical Instruments	Drums
Guitar Lessons - Sweep Picking Arpeggio Essentials	https://www.udemy.com/guitar-lessons-sweep-picking-arpeggio-essentials/	Intermediate Level	Musical Instruments	Guitar
Painless Piano!	https://www.udemy.com/painless-piano/	Beginner Level	Musical Instruments	Piano
Beginning Flute Lessons	https://www.udemy.com/beginning-flute-lessons/	Beginner Level	Musical Instruments	Flute
Piano Lesson Variety	https://www.udemy.com/piano-lesson-variety/	Intermediate Level	Musical Instruments	Piano
Pop and Jazz Keyboards and Harmony (beginner level)	https://www.udemy.com/pop-and-jazz-keyboards-and-harmony-beginner-level/	Beginner Level	Musical Instruments	Unique
Starting to play the blues on your harmonica in easy steps 	https://www.udemy.com/benhewlettharmonicatuitionint1/	Intermediate Level	Musical Instruments	Harmonica
Learn the Viola - Scales and Fundamentals	https://www.udemy.com/learn-the-viola-scales-and-fundamentals/	Beginner Level	Musical Instruments	Violin
"Learn to Play 'Let It Snow on Piano"""	https://www.udemy.com/learn-to-play-let-it-snow-on-piano/	Intermediate Level	Musical Instruments	Piano
Instant Harmonica - play the Irish anthem Danny Boy today!	https://www.udemy.com/instant-harmonica-play-the-irish-anthem-danny-boy-today/	All Levels	Musical Instruments	Harmonica
Piano Building Blocks: Learn Chord Additions & Variations	https://www.udemy.com/pbbchordvariations/	Beginner Level	Musical Instruments	Piano
Advanced Saxophone Studies - Learn to Master the Saxophone!	https://www.udemy.com/saxophone-etude-adagio-con-espressione/	Intermediate Level	Musical Instruments	Unique
Killer Harmonica sounds using the tongue and bending notes 	https://www.udemy.com/benhewlettharmonicatuitionint3/	Intermediate Level	Musical Instruments	Harmonica
Instant Harmonica - play When the Saints on harmonica now!	https://www.udemy.com/instant-harmonica-play-when-the-saints-on-harmonica-now/	Beginner Level	Musical Instruments	Harmonica
Strumming the Guitar - 5 Lessons on Strum Patterns	https://www.udemy.com/strumming-the-guitar-5-lessons-on-strum-patterns/	Beginner Level	Musical Instruments	Guitar
Learn Piano Online-Keys to the Keyboard	https://www.udemy.com/learn-piano-online-keys-to-the-keyboard/	Beginner Level	Musical Instruments	Piano
Ukulele Lessons For Beginners - Fast Track Your Learning	https://www.udemy.com/ukulele-lessons/	Beginner Level	Musical Instruments	Unique
Blues Guitar Lessons - Ragtime Blues Guitar	https://www.udemy.com/guitar-lessons-learn-ragtime-blues-guitar/	Expert Level	Musical Instruments	Guitar
Getting Started with Power Chords	https://www.udemy.com/getting-started-with-power-chords/	Beginner Level	Musical Instruments	Unique
Blues Master - Professional Techniques Piano Course	https://www.udemy.com/blues-master-professional-techniques-piano-course/	All Levels	Musical Instruments	Piano
Drumming 101: The Essential Elements	https://www.udemy.com/drums-101/	Beginner Level	Musical Instruments	Drums
Flute Lessons For Beginners	https://www.udemy.com/the-music-coach-online-flute-lesson-program/	Beginner Level	Musical Instruments	Flute
Guitar for Christmas!	https://www.udemy.com/guitar-for-christmas/	Beginner Level	Musical Instruments	Guitar
Learn Piano Online-Nocturnal Piano Solo	https://www.udemy.com/learn-piano-online-nocturnal-piano-solo/	Intermediate Level	Musical Instruments	Piano
Guitar Chords and Basic Strumming	https://www.udemy.com/guitar-chords-and-basic-strumming/	Beginner Level	Musical Instruments	Guitar
Getting Started on the Acoustic Guitar	https://www.udemy.com/getting-started-on-the-acoustic-guitar/	Beginner Level	Musical Instruments	Guitar
Learn Piano Online-In the Garden Piano Solo	https://www.udemy.com/learn-piano-online-in-the-garden-piano-solo/	Intermediate Level	Musical Instruments	Piano
Saxophone Essentials: Beginners Course	https://www.udemy.com/saxophone-essentials-beginners-course/	Beginner Level	Musical Instruments	Unique
Learn To Play The Guitar In A Day	https://www.udemy.com/learn-to-play-the-guitar-in-a-day/	Beginner Level	Musical Instruments	Guitar
88 Logic - The Essential Guide To Learning Piano	https://www.udemy.com/88-logic-the-ultimate-course-for-learning-piano/	Beginner Level	Musical Instruments	Piano
Tuba Solos: Learn how to Perform Three Fun and Unique Pieces	https://www.udemy.com/intermediate-tuba-solos/	Intermediate Level	Musical Instruments	Unique
Instant Harmonica - play Dylan's Like a Rolling Stone now!	https://www.udemy.com/instant-harmonica-play-dylans-like-a-rolling-stone-now/	All Levels	Musical Instruments	Harmonica
Advanced Oboe Studies - Become a Master Oboist!_ÑÊ	https://www.udemy.com/advanced-oboe/	Expert Level	Musical Instruments	Unique
Instant Harmonica - play 'I just called to say I love you'	https://www.udemy.com/instant-harmonica-play-i-just-called-to-say-i-love-you/	All Levels	Musical Instruments	Harmonica
Jazz piano improvisation: The girl form Ipanema. Bossa nova	https://www.udemy.com/girl_from_ipanema/	All Levels	Musical Instruments	Piano
Drum Lessons For Beginners	https://www.udemy.com/the-music-coach-online-drum-lesson-program/	Beginner Level	Musical Instruments	Drums
Piano With Willie: Jazz Kids - Vol 3	https://www.udemy.com/piano-with-willie-jazz-kids-vol-3/	Beginner Level	Musical Instruments	Piano
Quick Piano Lessons - Tutorials for Drake's Greatest Hits	https://www.udemy.com/quick-piano-lessons-tutorials-for-drakes-greatest-hits/	All Levels	Musical Instruments	Piano
"Bluegrass Guitar Essentials: Webisodes 13, 14, & 15"	https://www.udemy.com/bluegrass-guitar-essentials-webisodes-13-14-15/	Intermediate Level	Musical Instruments	Guitar
Guitar - Rock - Beginner with Marc Seal	https://www.udemy.com/guitar-rock-beginner-with-marc-seal/	All Levels	Musical Instruments	Guitar
"Oboe Solos: Learn to Perform Three Fun, Unique Pieces!"	https://www.udemy.com/oboe-solos/	All Levels	Musical Instruments	Unique
Bluegrass Guitar Essentials: Webisodes 11 & 12	https://www.udemy.com/bluegrass-guitar-essentials-webisodes-11-12/	All Levels	Musical Instruments	Guitar
Advanced Horn Studies - Learn to Master the French Horn!_ÑÊ	https://www.udemy.com/advanced-french-horn/	All Levels	Musical Instruments	Unique
Learn To Play Guitar Complete Beginners Quick Start	https://www.udemy.com/learn-to-play-guitar-for-free-quick-start-guitar-course/	Beginner Level	Musical Instruments	Guitar
